Student_ID,Attendance,Assignment_Score,Quiz_Score,Midterm,Final,GPA,LMS_Logins,Time_Spent,Discussion_Posts,Late_Submissions,Teacher_Feedback,Course_Completion,Previous_Result,Risk
STU0446,84.9,49.1,68.7,34.9,19.9,1.59,35,47.7,17.0,13,Poor,82.8,1,0
STU0687,96.3,72.0,56.7,58.3,55.8,3.62,33,85.4,13.0,4,Good,93.0,1,0
STU0581,39.8,44.2,25.2,32.6,13.4,1.46,0,0.0,8.0,11,Poor,74.3,1,1
STU0589,76.6,61.2,68.6,54.9,40.8,2.71,55,67.9,20.0,10,Good,70.9,1,0
STU0981,100.0,73.4,67.8,71.9,74.5,2.64,54,37.5,31.0,8,Good,74.3,1,0
STU0634,50.2,40.7,39.8,30.4,10.8,1.91,33,25.3,37.0,12,Poor,59.8,0,1
STU0205,61.9,34.1,48.1,35.4,42.2,0.94,35,10.9,22.0,12,Poor,58.3,0,1
STU0071,58.7,47.8,44.6,52.2,34.5,1.78,50,59.2,18.0,11,Poor,74.2,0,1
STU0914,96.8,34.6,35.4,35.8,34.3,2.25,42,61.7,22.0,8,Poor,57.1,0,1
STU0208,62.3,43.1,52.3,46.6,49.8,1.63,28,68.6,28.0,12,Poor,81.2,1,0
STU0055,75.8,48.9,60.7,48.5,58.4,2.4,32,64.8,27.0,11,Poor,89.6,1,0
STU0485,87.1,71.5,61.4,70.6,,2.9,43,50.0,11.0,8,Fair,77.8,1,0
STU0360,71.3,62.1,75.4,60.8,81.9,2.52,42,46.1,36.0,2,Good,89.7,1,0
STU0503,100.0,67.2,63.4,57.8,29.8,1.87,23,16.6,9.0,9,Poor,69.9,1,1
STU0993,94.4,91.2,84.0,84.3,82.2,3.72,57,82.4,20.0,4,Excellent,100.0,1,0
STU0152,63.7,60.2,57.2,34.6,,2.05,27,37.6,23.0,12,Poor,81.0,0,1
STU0215,85.7,40.5,51.3,68.3,51.9,2.66,20,19.1,21.0,5,Fair,68.6,1,0
STU0048,77.7,73.2,70.2,70.6,55.4,2.41,31,155.6,4.0,7,Good,93.7,1,0
STU0320,80.2,60.2,46.4,52.6,78.3,2.09,35,0.0,16.0,15,Poor,69.1,0,1
STU0253,100.0,82.1,89.8,70.1,94.7,4.0,55,111.2,53.0,4,Excellent,87.0,1,0
STU0885,68.9,35.7,49.9,35.5,46.2,2.32,36,53.5,10.0,13,Poor,59.3,1,1
STU0144,83.0,65.1,69.8,68.1,58.6,3.17,59,76.7,19.0,11,Poor,96.3,1,0
STU0989,71.6,55.6,61.4,70.8,47.4,2.55,24,75.1,21.0,5,Good,79.2,1,1
STU0758,76.6,95.3,76.2,58.6,84.6,3.05,69,123.4,39.0,2,Fair,93.4,0,0
STU0597,74.0,61.8,67.9,48.1,45.5,2.3,36,93.6,20.0,5,Fair,78.1,1,1
STU0845,78.9,57.2,58.6,64.0,60.7,3.23,62,46.4,15.0,9,Good,95.2,1,0
STU0137,73.2,70.6,69.0,80.9,82.3,2.97,31,57.9,13.0,3,Fair,76.6,1,0
STU0635,79.0,64.2,69.5,54.3,57.8,2.48,29,69.9,19.0,11,Good,91.7,0,0
STU0176,85.0,55.4,65.5,42.5,55.3,2.68,27,71.4,1.0,5,Excellent,100.0,0,0
STU0950,55.8,34.6,29.7,5.8,8.0,1.77,14,0.0,0.0,15,Poor,65.5,0,1
STU0610,79.6,69.9,57.5,68.6,62.5,3.11,35,,24.0,7,Good,87.6,1,0
STU0094,75.1,66.4,69.4,50.4,42.2,2.61,42,14.0,15.0,3,Fair,75.7,1,0
STU0206,64.3,60.0,59.8,56.2,54.8,2.54,36,53.6,13.0,8,Poor,72.8,0,1
STU0247,62.6,48.4,35.6,34.4,43.2,3.18,32,35.1,13.0,11,Poor,57.4,1,0
STU0139,97.6,91.2,89.8,97.4,79.8,3.54,72,73.7,38.0,7,Excellent,100.0,1,0
STU0175,86.6,48.7,50.7,51.2,23.4,2.67,33,99.0,22.0,6,Poor,90.0,1,0
STU0419,99.3,72.9,67.7,61.6,62.6,2.52,55,79.2,0.0,7,Fair,78.9,0,0
STU0910,94.6,55.5,55.0,26.9,39.5,2.54,3,35.2,0.0,9,Poor,42.9,1,1
STU0935,98.2,59.2,59.9,70.4,59.2,2.27,68,74.0,24.0,4,Excellent,98.9,1,0
STU0333,72.2,63.9,57.0,27.9,67.0,2.37,65,52.7,13.0,11,Fair,72.3,0,1
STU0483,78.4,68.1,66.1,74.1,66.2,2.71,46,62.6,21.0,8,Fair,85.2,1,0
STU0840,76.9,54.4,59.6,53.9,58.5,1.97,45,70.1,11.0,7,Fair,77.3,1,1
STU0724,53.6,61.9,46.7,49.5,28.9,2.94,20,54.6,0.0,8,Poor,44.7,0,1
STU0574,61.4,54.2,53.8,46.6,49.4,2.37,17,32.5,15.0,15,Poor,80.3,1,1
STU0859,86.0,44.0,36.7,27.0,19.2,1.98,13,5.2,0.0,12,Poor,62.8,1,1
STU0377,61.4,67.8,65.1,65.4,35.8,2.53,14,40.5,22.0,6,Good,68.4,1,0
STU0481,80.9,72.5,82.0,58.4,65.6,3.01,42,59.4,26.0,9,Poor,96.5,1,0
STU0474,72.6,50.3,70.5,70.4,73.7,2.62,65,95.0,26.0,6,Good,77.1,1,0
STU0893,63.5,51.6,57.3,26.8,37.7,3.12,20,38.0,19.0,11,Fair,74.7,1,1
STU0383,73.9,42.6,30.0,59.5,37.9,1.53,43,38.7,28.0,14,Poor,69.5,1,1
STU0769,87.2,42.0,55.1,52.9,17.8,1.91,20,48.4,17.0,8,Poor,74.4,0,1
STU0655,90.5,71.7,69.9,77.3,70.9,2.78,32,131.7,34.0,4,Good,95.9,1,0
STU0278,87.4,64.5,66.6,19.0,37.0,1.87,24,15.8,5.0,12,Poor,69.9,1,1
STU0727,94.6,62.1,58.2,68.0,59.6,2.21,64,63.2,25.0,6,Fair,82.9,1,0
STU0703,58.5,53.7,58.1,36.6,17.9,2.29,30,57.8,3.0,7,Poor,44.7,0,1
STU0213,91.2,64.9,75.0,69.9,66.7,2.47,51,85.0,20.0,12,Fair,85.4,0,0
STU0318,69.4,59.9,58.3,42.5,40.1,2.73,0,33.9,16.0,5,Poor,74.7,0,0
STU0135,75.1,45.6,38.2,32.6,20.3,1.65,33,7.5,0.0,10,Poor,65.5,1,1
STU0599,73.1,81.8,48.7,43.3,78.5,2.88,47,54.3,27.0,9,Poor,80.4,1,0
STU0005,33.6,40.7,26.9,28.6,44.4,1.66,21,55.8,14.0,12,Poor,56.3,0,1
STU0065,100.0,70.1,68.8,68.2,73.4,2.94,55,,18.0,3,Good,100.0,1,0
STU0066,91.7,75.8,71.0,72.9,77.9,3.21,43,100.9,34.0,6,Excellent,95.4,0,0
STU0225,82.1,60.0,54.2,65.4,51.6,3.05,56,57.6,18.0,12,Good,74.4,1,0
STU0232,84.3,49.3,46.2,70.3,58.1,1.77,34,53.9,17.0,9,Fair,90.4,1,0
STU0863,95.9,76.5,55.2,45.9,66.7,2.25,36,63.0,14.0,8,Good,70.2,1,0
STU0353,96.6,48.2,55.8,62.3,50.5,2.68,47,41.2,0.0,6,Fair,52.4,0,0
STU0862,55.1,38.6,51.4,47.9,42.2,2.28,31,0.0,11.0,12,Poor,57.5,1,1
STU0435,92.8,80.0,72.0,59.6,99.6,2.83,57,97.7,10.0,5,Excellent,79.6,1,0
STU0978,82.6,62.4,56.9,51.8,59.3,2.23,40,36.7,18.0,10,Good,71.9,1,0
STU0522,80.5,32.5,68.4,48.2,48.0,2.39,18,35.5,27.0,8,Poor,79.5,0,1
STU0664,76.9,75.9,46.0,59.6,44.1,2.56,46,41.9,0.0,13,Good,69.5,1,1
STU0292,97.2,64.5,75.1,66.6,41.1,2.42,66,70.1,30.0,3,Fair,74.2,1,0
STU0160,80.2,39.3,42.1,34.8,44.8,1.26,25,72.8,20.0,12,Poor,57.3,1,1
STU0937,63.4,50.8,33.3,58.1,42.8,1.62,5,38.9,9.0,9,Poor,66.2,1,1
STU0432,87.2,64.7,77.9,85.0,45.6,3.02,51,45.8,25.0,7,Fair,100.0,1,0
STU0945,85.0,66.7,65.3,80.2,61.8,3.24,33,74.9,,6,Good,83.9,1,0
STU0345,85.7,78.8,89.7,67.6,79.2,3.51,36,80.5,,4,Excellent,100.0,1,0
STU0234,100.0,82.4,91.7,89.5,97.8,4.0,58,27.4,41.0,3,Excellent,85.7,1,0
STU0851,90.0,56.2,57.3,62.7,48.7,2.8,55,64.2,29.0,11,Poor,87.3,1,0
STU0421,81.5,65.5,47.4,62.5,75.6,3.03,47,42.3,28.0,8,Fair,86.4,1,0
STU0456,75.8,67.2,65.7,53.2,93.8,2.94,49,82.5,17.0,6,Good,88.5,1,0
STU0460,89.8,68.5,45.4,69.9,61.3,2.95,47,103.9,34.0,5,Good,82.1,1,0
STU0186,80.3,75.0,81.6,67.6,90.1,3.57,43,68.0,28.0,3,Excellent,100.0,1,0
STU0106,80.9,68.9,55.9,58.5,65.6,2.25,15,69.0,0.0,10,Fair,79.5,0,0
STU0120,74.5,55.0,67.1,42.4,45.4,2.75,50,36.1,23.0,8,Fair,63.9,1,0
STU0726,71.0,85.8,77.2,99.6,98.5,3.52,69,44.0,28.0,0,Excellent,100.0,1,0
STU0498,86.7,52.4,39.2,68.9,25.3,2.67,66,103.8,17.0,8,Poor,82.6,1,1
STU0023,90.5,85.2,78.8,84.2,62.1,3.18,67,140.7,31.0,2,Excellent,86.8,1,0
STU0644,72.1,73.4,56.5,55.8,61.7,3.36,18,78.4,24.0,0,Fair,74.7,1,0
STU0436,77.6,57.5,47.1,58.2,59.7,2.08,47,30.1,9.0,12,Fair,51.3,1,1
STU0170,100.0,62.6,57.0,46.1,64.9,3.41,36,85.2,17.0,6,Fair,100.0,1,0
STU0507,97.2,80.6,100.0,95.1,100.0,3.8,67,100.6,42.0,6,Excellent,82.7,1,0
STU0510,89.2,73.1,65.8,55.5,74.8,3.05,43,99.6,33.0,8,Fair,77.9,1,0
STU0119,90.6,89.6,84.2,75.1,77.0,3.28,42,90.6,56.0,2,Excellent,93.1,1,0
STU0600,77.7,34.4,51.0,51.1,53.4,1.56,17,0.0,13.0,11,Poor,78.1,1,0
STU0017,94.6,71.2,67.2,59.0,84.9,2.53,55,58.5,26.0,6,Good,100.0,1,0
STU0892,72.2,52.5,60.1,35.7,30.4,2.94,45,58.8,16.0,7,Poor,72.2,1,1
STU0187,84.9,65.9,64.1,52.0,67.3,2.97,69,80.2,31.0,8,Fair,77.2,1,0
STU0826,93.0,71.8,62.3,58.4,51.0,2.84,26,142.2,15.0,4,Poor,83.2,0,0
STU0261,73.2,70.9,38.7,58.7,58.7,2.7,17,72.4,,6,Fair,81.7,1,0
STU0706,72.2,68.5,49.7,43.6,49.9,2.19,24,50.2,8.0,5,Poor,69.3,0,0
STU0964,84.6,62.7,55.1,53.9,50.8,2.57,19,87.9,36.0,6,Good,68.9,0,0
STU0792,66.0,49.7,47.0,60.8,0.0,1.97,48,57.4,0.0,6,Poor,53.1,1,1
STU0722,100.0,69.5,88.1,86.3,66.4,3.55,88,62.1,42.0,3,Good,95.2,1,0
STU0683,78.4,78.0,87.0,81.4,72.2,3.21,77,86.4,31.0,1,Good,92.8,1,0
STU0514,78.8,48.9,69.2,72.6,47.8,2.39,32,52.8,12.0,8,Good,84.1,0,0
STU0179,53.9,67.4,67.0,66.7,29.7,1.98,38,50.3,24.0,11,Fair,89.4,1,0
STU0616,75.3,53.6,41.5,52.1,58.8,1.81,22,88.2,18.0,10,Poor,63.3,0,1
STU0349,73.2,52.8,57.5,43.7,37.4,1.96,11,24.7,26.0,12,Poor,75.2,0,1
STU0210,71.8,64.0,55.1,49.4,48.9,2.0,56,44.1,17.0,10,Good,80.5,1,0
STU0855,79.3,73.4,58.9,66.3,60.7,2.51,72,80.2,10.0,5,Fair,80.8,1,0
STU0899,75.0,68.6,61.0,60.5,71.1,3.07,46,110.8,25.0,9,Fair,84.7,0,0
STU0930,83.7,72.8,61.1,53.1,74.0,2.75,33,,23.0,4,Poor,100.0,1,0
STU0230,77.2,66.8,62.0,39.3,65.9,2.38,40,45.6,21.0,4,Fair,91.4,1,0
STU0088,88.2,53.8,58.9,50.3,36.9,2.4,51,46.9,20.0,5,Good,75.5,0,0
STU0605,82.5,55.2,66.0,52.3,46.7,2.27,51,74.8,15.0,7,Poor,70.8,1,0
STU0637,76.1,49.4,57.8,55.0,14.9,2.7,43,38.1,9.0,7,Fair,100.0,1,0
STU0526,88.0,68.9,63.8,73.2,36.0,1.91,32,78.3,,11,Fair,96.9,0,1
STU0520,97.8,71.7,67.1,93.3,64.1,3.2,67,82.5,44.0,6,Excellent,79.6,1,0
STU0007,72.1,73.0,63.7,39.2,57.0,2.14,45,77.0,37.0,6,Good,64.9,1,0
STU0593,100.0,88.3,89.1,100.0,93.1,3.98,65,108.9,48.0,4,Excellent,100.0,1,0
STU0838,88.6,82.5,82.2,80.8,70.0,3.17,53,,40.0,4,Excellent,100.0,1,0
STU0538,79.9,67.4,62.2,74.2,82.4,2.51,84,100.5,29.0,1,Excellent,97.2,1,0
STU0426,92.6,54.1,68.9,60.1,62.4,2.23,45,107.7,8.0,9,Poor,62.4,1,0
STU0092,67.2,64.8,67.5,51.5,58.1,2.76,97,64.9,19.0,6,Fair,61.9,1,0
STU0444,92.0,94.7,85.5,76.3,68.2,3.36,62,53.9,19.0,7,Excellent,81.5,1,0
STU0123,92.4,62.9,58.4,72.6,49.7,2.66,37,49.4,15.0,6,Fair,65.2,1,0
STU0173,73.8,59.2,54.8,65.9,52.2,2.25,32,58.6,13.0,9,Poor,74.8,0,1
STU0264,69.5,55.2,54.6,72.0,60.8,2.53,37,14.8,2.0,11,Poor,73.0,0,1
STU0696,63.1,59.1,62.2,39.8,50.4,2.99,42,57.5,25.0,7,Poor,87.3,1,0
STU0723,54.6,31.0,20.0,38.0,19.6,1.4,20,0.0,7.0,11,Poor,69.1,0,1
STU0624,79.3,67.3,57.5,64.3,59.5,1.72,46,62.5,25.0,12,Fair,81.4,0,0
STU0958,100.0,85.5,90.9,100.0,69.5,4.0,83,168.6,39.0,0,Excellent,100.0,1,0
STU0797,86.5,76.3,80.0,56.0,80.5,3.99,71,96.0,25.0,8,Excellent,85.0,0,0
STU0219,88.7,54.4,55.3,85.5,78.7,2.87,52,63.0,24.0,5,Fair,80.6,1,0
STU0739,60.5,38.4,65.7,28.6,42.0,1.14,15,18.4,0.0,15,Poor,68.1,1,1
STU0879,80.1,76.1,54.3,43.8,64.0,3.04,34,36.7,24.0,6,Fair,72.3,1,0
STU0138,67.7,77.2,80.7,86.4,75.9,3.27,62,75.2,27.0,4,Excellent,83.8,1,0
STU0752,76.9,57.2,55.9,48.9,57.2,2.6,38,95.8,0.0,8,Poor,82.5,1,0
STU0121,91.8,56.3,55.7,49.7,33.2,2.15,33,52.9,3.0,7,Fair,81.1,1,0
STU0240,70.9,71.5,53.9,39.2,58.3,2.29,38,56.4,24.0,9,Fair,74.8,0,1
STU0803,82.9,68.0,75.0,63.5,64.7,3.08,43,78.6,19.0,5,Poor,84.3,1,0
STU0487,73.3,62.9,54.6,58.1,67.8,2.89,31,22.4,16.0,6,Fair,81.6,1,0
STU0115,86.0,67.8,68.3,65.5,49.7,3.27,53,87.6,13.0,5,Poor,65.7,1,0
STU0428,85.2,95.7,78.5,93.1,70.2,3.63,64,94.5,36.0,4,Excellent,94.5,1,0
STU0983,78.6,69.2,64.0,60.2,40.7,2.7,15,41.1,21.0,3,Fair,85.2,1,0
STU0922,59.0,62.9,54.6,44.2,55.0,2.77,40,,17.0,7,Poor,88.6,1,1
STU0461,96.7,77.8,55.4,66.9,69.3,3.02,38,78.5,28.0,3,Good,90.0,1,0
STU0398,70.4,67.5,64.1,61.3,56.9,3.19,52,41.3,27.0,5,Excellent,96.0,0,0
STU0251,75.0,69.0,49.3,69.3,49.3,2.41,28,86.7,11.0,7,Good,68.1,1,0
STU0128,75.2,49.8,44.0,48.1,34.8,2.48,46,38.6,18.0,9,Poor,62.7,0,1
STU0034,77.6,59.3,49.7,53.1,52.9,2.18,35,77.1,35.0,15,Poor,70.8,0,1
STU0110,58.2,50.3,44.2,25.3,30.0,1.91,10,26.1,13.0,14,Poor,74.2,0,1
STU0531,74.8,65.7,69.0,74.3,64.7,2.2,47,61.2,29.0,9,Fair,75.9,1,0
STU0572,92.9,63.4,67.9,69.4,79.2,2.49,48,9.6,13.0,8,Fair,90.1,0,0
STU0164,68.8,43.3,58.8,56.8,27.5,2.26,42,38.8,0.0,12,Poor,79.7,0,1
STU0744,79.1,31.3,24.7,40.7,26.4,1.86,1,32.2,13.0,13,Poor,71.5,1,0
STU0861,72.1,58.5,38.0,31.7,21.6,2.53,52,47.3,15.0,5,Fair,60.9,0,1
STU0084,66.6,61.5,59.8,49.0,47.7,2.36,21,103.5,19.0,5,Fair,90.1,0,1
STU0231,67.9,42.6,49.8,33.7,49.2,2.15,31,45.4,23.0,9,Poor,65.8,0,1
STU0912,78.6,75.2,84.8,96.0,72.3,2.94,25,51.4,28.0,6,Excellent,83.4,1,0
STU0908,69.9,50.6,47.9,29.3,24.8,1.64,0,69.8,12.0,6,Poor,54.6,1,1
STU0982,61.6,41.6,58.5,35.0,35.5,2.33,26,64.7,7.0,15,Poor,71.8,1,1
STU0280,61.8,67.7,48.3,60.1,51.0,3.49,51,62.5,34.0,10,Good,99.2,1,0
STU0439,82.9,47.5,64.1,47.8,29.7,2.4,48,75.4,6.0,11,Poor,68.2,1,1
STU0611,46.7,54.9,35.6,53.2,42.7,2.4,60,7.8,10.0,6,Poor,72.7,1,1
STU0001,86.0,69.5,62.6,80.6,67.5,2.73,50,70.5,25.0,6,Fair,68.2,1,0
STU0576,67.1,37.0,49.0,16.4,39.0,1.82,30,51.9,5.0,11,Poor,67.6,0,1
STU0669,75.2,61.5,56.5,32.3,74.2,2.14,30,69.1,35.0,11,Poor,89.4,1,0
STU0556,78.9,57.0,55.9,53.4,74.9,2.54,24,71.5,9.0,4,Poor,82.2,1,0
STU0384,58.0,48.4,43.3,34.2,28.7,2.09,16,41.0,30.0,11,Poor,66.5,1,1
STU0499,67.6,45.8,34.2,28.4,28.3,1.81,39,52.0,26.0,15,Poor,58.9,0,1
STU0924,86.3,67.6,50.3,60.4,32.2,1.91,40,65.9,7.0,9,Poor,57.8,1,0
STU0057,73.2,63.6,55.3,51.6,65.6,2.4,30,,10.0,8,Good,100.0,1,0
STU0915,73.6,88.4,78.1,49.0,,3.38,69,92.0,40.0,5,Excellent,78.7,1,0
STU0819,84.8,73.4,73.1,83.8,71.2,2.95,43,60.1,34.0,3,Good,91.1,1,0
STU0410,62.8,53.3,42.6,41.1,14.9,2.11,25,0.0,14.0,10,Poor,74.2,0,1
STU0515,68.8,62.8,73.6,77.1,73.6,2.94,64,65.2,12.0,5,Excellent,100.0,1,0
STU0785,77.4,71.7,66.6,83.1,60.1,2.64,38,111.2,31.0,6,Fair,69.7,0,0
STU0249,100.0,100.0,97.4,100.0,100.0,4.0,95,150.9,31.0,0,Excellent,100.0,1,0
STU0554,98.1,89.5,68.7,71.1,98.3,3.55,80,88.6,45.0,3,Excellent,100.0,1,0
STU0431,62.6,50.3,36.8,26.1,40.6,1.55,31,19.5,23.0,5,Poor,65.0,1,1
STU0681,94.2,64.6,83.9,65.7,93.9,2.91,54,73.2,24.0,5,Good,86.9,1,0
STU0626,75.1,68.1,55.2,77.3,55.0,2.79,46,76.2,33.0,6,Good,78.3,1,0
STU0665,73.1,74.5,58.2,57.8,90.4,2.96,49,46.2,14.0,4,Poor,75.8,1,0
STU0877,72.1,71.7,51.0,47.3,71.0,2.47,46,34.7,16.0,3,Poor,78.0,1,0
STU0853,89.0,75.4,86.2,58.4,100.0,3.38,36,64.6,28.0,2,Good,100.0,0,0
STU0054,98.0,81.4,84.9,55.3,46.5,2.22,46,68.1,,11,Good,100.0,1,0
STU0661,85.4,63.1,33.6,35.8,9.1,1.85,17,28.8,,9,Poor,58.3,0,1
STU0721,95.3,73.1,63.4,60.1,21.7,2.65,20,95.1,28.0,4,Excellent,66.5,1,0
STU0916,83.0,56.7,94.4,75.4,80.0,3.4,54,58.6,18.0,4,Excellent,87.7,1,0
STU0543,90.0,71.1,63.1,62.9,39.1,3.0,41,66.7,22.0,10,Good,80.4,0,0
STU0313,97.5,83.3,96.2,85.1,89.2,3.78,76,68.6,32.0,1,Excellent,98.9,1,0
STU0874,80.2,57.3,46.7,47.4,44.5,2.69,50,50.5,30.0,12,Fair,76.8,1,0
STU0525,95.7,80.9,96.9,71.0,96.4,3.37,81,82.7,37.0,6,Excellent,89.3,1,0
STU0821,75.4,42.9,43.4,65.3,44.7,2.25,47,41.4,20.0,7,Fair,78.9,0,1
STU0886,85.2,71.9,69.2,66.0,59.4,3.35,71,26.9,21.0,9,Excellent,67.9,1,0
STU0207,87.5,49.3,48.8,54.1,44.8,1.67,16,21.5,,6,Poor,90.9,1,0
STU0273,85.5,61.7,67.5,57.4,62.5,2.38,79,38.2,15.0,6,Fair,64.6,1,0
STU0713,73.5,57.7,49.9,43.7,55.8,2.21,46,10.2,23.0,15,Poor,91.4,1,0
STU0250,72.9,38.3,59.4,45.7,58.1,1.7,31,123.8,18.0,8,Poor,66.4,1,1
STU0972,94.3,62.2,61.2,62.0,38.8,2.65,22,88.2,0.0,8,Fair,87.6,1,0
STU0162,68.1,53.7,45.8,56.7,29.4,1.73,55,77.1,8.0,15,Poor,79.1,1,1
STU0122,92.6,68.4,65.5,65.9,71.6,2.25,57,14.2,19.0,8,Good,86.6,0,0
STU0317,81.0,65.2,61.2,60.1,68.1,2.95,50,49.5,34.0,1,Poor,69.0,1,0
STU0111,82.2,83.5,71.7,70.3,73.6,2.82,46,84.4,48.0,8,Fair,75.1,1,0
STU0719,58.7,66.3,68.1,61.2,56.8,2.82,57,67.3,9.0,3,Poor,78.6,0,1
STU0216,87.1,68.0,75.2,81.6,94.0,2.95,60,135.5,24.0,1,Excellent,74.3,1,0
STU0817,72.0,66.1,45.0,54.2,76.6,2.52,36,70.0,9.0,6,Poor,87.2,1,0
STU0298,78.8,55.9,51.8,54.7,44.1,2.43,34,82.2,7.0,6,Poor,76.7,1,0
STU0820,64.6,49.1,56.9,40.3,21.7,2.14,7,12.5,8.0,11,Poor,89.5,1,1
STU0166,78.3,47.4,63.4,51.5,47.6,1.91,46,57.0,4.0,9,Poor,84.2,0,1
STU0660,60.0,62.8,63.2,56.2,41.2,2.53,48,88.1,21.0,8,Poor,82.9,1,1
STU0767,100.0,57.4,47.6,73.4,47.6,2.53,49,56.0,25.0,6,Fair,90.4,1,0
STU0450,99.1,66.2,75.0,66.3,65.6,2.92,75,46.3,34.0,5,Excellent,86.5,1,0
STU0009,79.0,71.8,73.5,57.5,47.8,2.36,39,,4.0,5,Good,78.8,1,0
STU0508,86.0,71.3,71.4,72.9,53.3,2.46,27,65.6,35.0,8,Good,77.3,1,0
STU0729,89.1,51.8,65.9,47.3,43.8,2.42,33,7.5,1.0,6,Fair,80.5,0,1
STU0730,53.7,51.7,38.2,47.2,35.7,1.57,12,101.5,1.0,14,Poor,59.9,0,1
STU0516,69.5,72.2,61.9,62.5,77.3,2.7,19,0.0,4.0,6,Good,84.5,1,1
STU0675,100.0,75.0,70.9,57.2,76.8,2.99,50,110.8,25.0,5,Fair,90.8,1,0
STU0765,80.5,62.0,62.2,65.3,80.5,2.72,66,92.5,29.0,5,Excellent,100.0,1,0
STU0029,93.3,71.3,69.8,57.1,63.8,3.17,50,80.1,17.0,9,Excellent,83.6,1,0
STU0193,64.3,59.0,49.4,56.3,60.0,2.55,45,20.9,14.0,5,Poor,91.7,0,1
STU0995,87.0,65.3,57.3,66.6,62.7,2.25,41,43.6,26.0,6,Fair,75.0,0,0
STU0406,87.0,68.1,45.0,42.0,71.0,2.91,49,10.0,15.0,7,Excellent,77.3,1,0
STU0288,71.9,66.5,84.1,74.7,51.1,2.41,53,36.1,26.0,8,Fair,100.0,1,0
STU0321,74.3,70.1,76.2,53.5,63.0,3.32,61,97.6,27.0,1,Excellent,59.3,1,0
STU0677,100.0,100.0,100.0,84.2,100.0,3.38,31,118.3,41.0,1,Excellent,100.0,1,0
STU0732,80.5,66.5,52.0,70.3,56.2,2.69,42,65.4,0.0,6,Excellent,82.0,1,0
STU0625,78.2,73.7,63.7,67.3,90.9,2.74,32,68.4,10.0,8,Excellent,77.3,1,0
STU0586,95.3,79.0,95.9,100.0,99.0,3.8,83,102.6,44.0,4,Excellent,95.5,1,0
STU0073,80.7,52.2,34.2,28.4,41.3,2.81,12,57.3,17.0,9,Fair,70.3,1,0
STU0032,93.5,62.3,53.7,61.8,46.1,2.71,41,116.9,24.0,9,Fair,99.5,0,0
STU0849,44.0,53.7,61.6,60.8,37.4,2.46,39,22.0,17.0,9,Poor,58.7,0,1
STU0955,72.5,58.5,35.3,50.6,61.5,2.19,41,0.0,9.0,10,Poor,71.9,0,1
STU0174,58.0,42.1,37.3,43.1,28.5,1.64,26,25.5,3.0,12,Fair,66.1,1,1
STU0300,78.3,62.5,64.2,67.7,62.1,2.97,40,83.2,21.0,9,Excellent,86.8,1,0
STU0031,100.0,100.0,100.0,91.9,79.5,4.0,75,104.0,41.0,0,Excellent,100.0,1,0
STU0008,63.9,58.9,49.2,69.0,59.7,2.62,27,39.5,3.0,7,Fair,61.2,0,1
STU0155,98.2,70.9,64.4,52.9,49.2,2.85,46,73.2,23.0,3,Poor,100.0,1,0
STU0741,76.3,75.9,67.3,57.0,72.5,3.47,60,128.2,27.0,8,Good,84.8,1,0
STU0763,84.7,70.6,67.1,75.7,75.5,2.85,66,71.0,31.0,4,Fair,82.7,1,0
STU0791,81.7,43.0,67.4,44.1,23.9,2.63,11,59.3,23.0,7,Fair,70.8,1,0
STU0736,89.2,75.4,61.3,58.0,61.6,2.09,32,26.3,12.0,13,Good,72.7,1,0
STU0026,82.8,58.5,45.5,55.9,,1.54,46,27.5,13.0,7,Fair,97.7,1,0
STU0927,66.0,59.1,68.2,67.9,71.7,2.52,40,49.6,23.0,7,Good,81.6,0,1
STU0831,82.2,77.1,59.5,55.3,48.6,2.48,23,60.5,19.0,7,Good,100.0,1,0
STU0263,79.9,75.4,67.0,68.4,56.9,2.95,44,103.2,22.0,7,Good,98.7,0,0
STU0299,75.0,33.9,37.4,29.4,50.9,1.9,14,4.7,0.0,8,Poor,67.8,1,1
STU0424,69.7,58.0,41.3,27.1,24.8,1.82,41,53.3,19.0,7,Poor,72.1,1,1
STU0704,96.6,46.7,73.0,50.8,61.5,2.63,58,60.1,30.0,9,Fair,78.9,0,0
STU0904,100.0,85.6,77.2,82.1,88.4,3.57,69,101.6,34.0,4,Excellent,91.0,1,0
STU0570,70.3,55.7,69.5,74.0,68.0,2.82,34,59.1,29.0,8,Good,91.3,1,0
STU0979,87.9,60.2,40.5,48.7,49.6,1.68,0,34.5,0.0,6,Poor,79.4,1,0
STU0454,100.0,89.8,80.5,100.0,99.6,3.43,74,134.0,35.0,0,Excellent,83.1,1,0
STU0049,95.4,67.2,72.1,81.9,68.2,3.02,66,85.8,19.0,8,Good,92.4,1,0
STU0471,91.2,71.4,63.0,47.7,68.8,2.74,52,85.6,27.0,5,Excellent,88.5,1,0
STU0802,81.8,55.5,58.7,35.8,47.6,1.57,40,6.5,7.0,7,Fair,84.9,1,1
STU0400,81.9,45.6,59.8,44.5,30.6,2.68,44,48.2,23.0,9,Fair,76.9,1,0
STU0657,69.1,57.8,55.0,45.2,32.9,1.49,16,33.4,19.0,9,Poor,61.9,1,1
STU0537,64.4,65.0,48.7,64.2,38.0,2.04,40,48.7,8.0,9,Poor,100.0,1,1
STU0368,63.6,65.9,49.6,45.3,42.7,2.83,25,81.1,13.0,9,Poor,81.2,1,0
